Gene stable ID	HGNC symbol	Gene name
ENSG00000163273	NPPC	natriuretic peptide C
ENSG00000284482	MIR4680	microRNA 4680
ENSG00000144535	DIS3L2	DIS3 like 3'-5' exoribonuclease 2
ENSG00000214413	BBIP1	BBSome interacting protein 1
ENSG00000239912	RPL39P36	NA
ENSG00000249435	NA	NA
ENSG00000241015	TPM3P9	tropomyosin 3 pseudogene 9
ENSG00000287608	NA	NA
ENSG00000198346	ZNF813	zinc finger protein 813
ENSG00000188451	SRP72P2	NA
ENSG00000274023	NA	NA
ENSG00000275612	NA	NA
ENSG00000276668	NA	NA
ENSG00000287591	NA	NA
ENSG00000254707	NA	NA
ENSG00000250731	TPM3P6	NA
ENSG00000238019	NA	NA
ENSG00000176716	OR10AB1P	NA
ENSG00000243373	RN7SL173P	NA
ENSG00000241434	NA	NA
ENSG00000227892	OR5P4P	NA
ENSG00000272047	GTF2H5	general transcription factor IIH subunit 5
ENSG00000166408	OR5P1P	NA
ENSG00000213777	NA	NA
ENSG00000173610	UGT2A1	UDP glucuronosyltransferase family 2 member A1 complex locus
ENSG00000137656	BUD13	BUD13 homolog
ENSG00000274892	NA	NA
ENSG00000268864	NA	solute carrier family 7 member 3 pseudogene
ENSG00000255633	MTRNR2L9	NA
ENSG00000269608	OSTCP3	NA
ENSG00000242668	RN7SL317P	NA
ENSG00000185760	KCNQ5	potassium voltage-gated channel subfamily Q member 5
ENSG00000204595	DPRX	divergent-paired related homeobox
ENSG00000200393	RNU6-698P	NA
ENSG00000270347	NA	NA
ENSG00000207645	MIR512-1	microRNA 512-1
ENSG00000207644	MIR512-2	microRNA 512-2
ENSG00000221017	MIR1323	microRNA 1323
ENSG00000207869	MIR498	microRNA 498
ENSG00000207599	MIR520E	microRNA 520e
ENSG00000207616	MIR515-1	microRNA 515-1
ENSG00000207810	MIR519E	microRNA 519e
ENSG00000283540	MIR520F	microRNA 520f
ENSG00000207615	MIR515-2	microRNA 515-2
ENSG00000239672	NME1	NME/NM23 nucleoside diphosphate kinase 1
ENSG00000207788	MIR519C	microRNA 519c
ENSG00000221421	MIR1283-1	microRNA 1283-1
ENSG00000158987	RAPGEF6	Rap guanine nucleotide exchange factor 6
ENSG00000207594	MIR520A	microRNA 520a
ENSG00000207580	MIR526B	microRNA 526b
ENSG00000207825	MIR519B	microRNA 519b
ENSG00000207711	MIR525	microRNA 525
ENSG00000226645	NA	NA
ENSG00000283455	MIR523	microRNA 523
ENSG00000207706	MIR518F	microRNA 518f
ENSG00000207722	MIR520B	microRNA 520b
ENSG00000207862	MIR518B	microRNA 518b
ENSG00000207629	MIR526A1	microRNA 526a-1
ENSG00000207738	MIR520C	microRNA 520c
ENSG00000109917	ZPR1	ZPR1 zinc finger
ENSG00000283490	MIR518C	microRNA 518c
ENSG00000283289	MIR524	microRNA 524
ENSG00000207734	MIR517A	microRNA 517a
ENSG00000207981	MIR519D	microRNA 519d
ENSG00000207549	MIR521-2	microRNA 521-2
ENSG00000251843	RNU6-803P	NA
ENSG00000207735	MIR520D	microRNA 520d
ENSG00000207837	MIR517B	microRNA 517b
ENSG00000207799	MIR520G	microRNA 520g
ENSG00000207925	MIR516B2	microRNA 516b-2
ENSG00000211532	MIR526A2	microRNA 526a-2
ENSG00000207987	MIR518E	microRNA 518e
ENSG00000207803	MIR518A1	microRNA 518a-1
ENSG00000252734	RNU6-980P	NA
ENSG00000283330	MIR518D	microRNA 518d
ENSG00000207946	MIR516B1	microRNA 516b-1
ENSG00000207699	MIR518A2	microRNA 518a-2
ENSG00000207838	MIR517C	microRNA 517c
ENSG00000207861	MIR520H	microRNA 520h
ENSG00000252025	RNU6-982P	NA
ENSG00000207634	MIR521-1	microRNA 521-1
ENSG00000187821	HELT	helt bHLH transcription factor
ENSG00000252191	RNU6-751P	NA
ENSG00000283685	MIR522	microRNA 522
ENSG00000207992	MIR519A1	microRNA 519a-1
ENSG00000207979	MIR527	microRNA 527
ENSG00000207767	MIR516A1	microRNA 516a-1
ENSG00000221548	MIR1283-2	microRNA 1283-2
ENSG00000252063	RNU6-1041P	NA
ENSG00000207620	MIR516A2	microRNA 516a-2
ENSG00000269842	NA	NA
ENSG00000284362	MIR519A2	microRNA 519a-2
ENSG00000278601	NA	NA
ENSG00000270589	NA	NA
ENSG00000079313	REXO1	RNA exonuclease 1 homolog
ENSG00000239002	SCARNA10	small Cajal body-specific RNA 10
ENSG00000276232	NA	NA
ENSG00000255966	GAPDH-DT	NA
ENSG00000109458	GAB1	GRB2 associated binding protein 1
ENSG00000108061	SHOC2	SHOC2 leucine rich repeat scaffold protein
ENSG00000111640	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
ENSG00000152642	GPD1L	glycerol-3-phosphate dehydrogenase 1 like
ENSG00000227033	NA	NA
ENSG00000207626	MIR562	microRNA 562
ENSG00000251485	NRBF2P6	NA
ENSG00000230122	ECEL1P3	NA
ENSG00000275157	NA	NA
ENSG00000163283	ALPP	alkaline phosphatase, placental
ENSG00000141052	MYOCD	myocardin
ENSG00000175193	PARL	presenilin associated rhomboid like
ENSG00000267007	NA	NA
ENSG00000204344	STK19	serine/threonine kinase 19
ENSG00000284216	MIR1909	microRNA 1909
ENSG00000267244	NA	NA
ENSG00000267125	NA	NA
ENSG00000129911	KLF16	Kruppel like factor 16
ENSG00000267141	NA	NA
ENSG00000261526	NA	NA
ENSG00000267232	NA	NA
ENSG00000129968	ABHD17A	abhydrolase domain containing 17A, depalmitoylase
ENSG00000224516	NA	NA
ENSG00000203782	LORICRIN	loricrin cornified envelope precursor protein
ENSG00000244280	ECEL1P2	endothelin converting enzyme like 1 pseudogene 2
ENSG00000152595	MEPE	matrix extracellular phosphoglycoprotein
ENSG00000227907	NA	NA
ENSG00000163286	ALPG	alkaline phosphatase, germ cell
ENSG00000163263	C1orf189	chromosome 1 open reading frame 189
ENSG00000237076	NA	NA
ENSG00000108255	CRYBA1	crystallin beta A1
ENSG00000143624	INTS3	integrator complex subunit 3
ENSG00000150625	GPM6A	glycoprotein M6A
ENSG00000204121	ECEL1P1	NA
ENSG00000110243	APOA5	apolipoprotein A5
ENSG00000154016	GRAP	GRB2 related adaptor protein
ENSG00000237087	NA	NA
ENSG00000223788	DIS3L2P1	NA
ENSG00000163295	ALPI	alkaline phosphatase, intestinal
ENSG00000236267	NA	NA
ENSG00000285513	NA	NA
ENSG00000110244	APOA4	apolipoprotein A4
ENSG00000227500	SCAMP4	secretory carrier membrane protein 4
ENSG00000110245	APOC3	apolipoprotein C3
ENSG00000163660	CCNL1	cyclin L1
ENSG00000234118	RPL13AP6	ribosomal protein L13a pseudogene 6
ENSG00000221214	MIR548E	microRNA 548e
ENSG00000150594	ADRA2A	adrenoceptor alpha 2A
ENSG00000166529	ZSCAN21	zinc finger and SCAN domain containing 21
ENSG00000213247	NA	NA
ENSG00000122877	EGR2	early growth response 2
ENSG00000213218	CSH2	chorionic somatomammotropin hormone 2
ENSG00000171551	ECEL1	endothelin converting enzyme like 1
ENSG00000118137	APOA1	apolipoprotein A1
ENSG00000289487	NA	NA
ENSG00000161040	FBXL13	F-box and leucine rich repeat protein 13
ENSG00000148835	TAF5	TATA-box binding protein associated factor 5
ENSG00000166348	USP54	ubiquitin specific peptidase 54
ENSG00000235910	APOA1-AS	APOA1 antisense RNA
ENSG00000242134	RPL5P13	NA
ENSG00000250835	LSM3P4	NA
ENSG00000251248	NA	NA
ENSG00000160584	SIK3	SIK family kinase 3
ENSG00000249806	NA	NA
ENSG00000108375	RNF43	ring finger protein 43
ENSG00000164093	PITX2	paired like homeodomain 2
ENSG00000270604	HCG17	HLA complex group 17
ENSG00000269968	NA	NA
ENSG00000213638	ADAT3	adenosine deaminase tRNA specific 3
ENSG00000236475	TRIM26BP	NA
ENSG00000245667	NA	NA
ENSG00000280128	NA	NA
ENSG00000248167	TRIM39-RPP21	TRIM39-RPP21 readthrough
ENSG00000111641	NOP2	NOP2 nucleolar protein
ENSG00000241370	RPP21	TRIM39-RPP21 readthrough
ENSG00000241370	RPP21	ribonuclease P/MRP subunit p21
ENSG00000133275	CSNK1G2	casein kinase 1 gamma 2
ENSG00000237412	PRSS56	serine protease 56
ENSG00000135902	CHRND	cholinergic receptor nicotinic delta subunit
ENSG00000181038	METTL23	methyltransferase like 23
ENSG00000224372	HLA-N	NA
ENSG00000224486	NA	NA
ENSG00000236405	UBQLN1P1	NA
ENSG00000109452	INPP4B	inositol polyphosphate-4-phosphatase type II B
ENSG00000144959	NCEH1	neutral cholesterol ester hydrolase 1
ENSG00000204599	TRIM39	tripartite motif containing 39
ENSG00000227970	NR1H5P	NA
ENSG00000163221	S100A12	S100 calcium binding protein A12
ENSG00000164896	FASTK	Fas activated serine/threonine kinase
ENSG00000265018	AGAP12P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene
ENSG00000261055	NA	NA
ENSG00000231613	NA	NA
ENSG00000137947	GTF2B	general transcription factor IIB
ENSG00000170876	TMEM43	transmembrane protein 43
ENSG00000180846	CSNK1G2-AS1	CSNK1G2 antisense RNA 1
ENSG00000270025	BMS1P7	NA
ENSG00000267283	NA	NA
ENSG00000278561	PTPN20CP	NA
ENSG00000196811	CHRNG	cholinergic receptor nicotinic gamma subunit
ENSG00000279426	NA	NA
ENSG00000181786	ACTL9	actin like 9
ENSG00000170324	FRMPD2	FERM and PDZ domain containing 2
ENSG00000269244	RPL23AP78	NA
ENSG00000286880	NA	NA
ENSG00000216676	RPL8P1	NA
ENSG00000287674	NA	NA
ENSG00000216915	GPR89P	NA
ENSG00000130332	LSM7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated
ENSG00000218069	RSL24D1P1	NA
ENSG00000217862	H4C10P	NA
ENSG00000011143	MKS1	MKS transition zone complex subunit 1
ENSG00000276368	H2AC14	H2A clustered histone 14
ENSG00000273703	H2BC14	H2B clustered histone 14
ENSG00000197238	H4C11	H4 clustered histone 11
ENSG00000273542	H4C12	H4 clustered histone 12
ENSG00000285717	NA	NA
ENSG00000218868	CNN3P1	NA
ENSG00000231700	NA	NA
ENSG00000271179	NA	NA
ENSG00000112799	LY86	lymphocyte antigen 86
ENSG00000225594	NA	NA
ENSG00000236689	MTCO2P21	NA
ENSG00000233589	NA	NA
ENSG00000227745	NA	NA
ENSG00000117586	TNFSF4	TNF superfamily member 4
ENSG00000239108	RNU6-1132P	NA
ENSG00000202174	RNA5-8SP5	NA
ENSG00000221288	MIR663B	microRNA 663b
ENSG00000233786	CDC27P1	NA
ENSG00000140548	ZNF710	zinc finger protein 710
ENSG00000178297	TMPRSS9	transmembrane serine protease 9
ENSG00000230803	NA	NA
ENSG00000272769	NA	NA
ENSG00000230992	FAM201B	NA
ENSG00000252705	RNU6-175P	NA
ENSG00000232349	YBX1P7	NA
ENSG00000279368	NA	NA
ENSG00000288046	NA	NA
ENSG00000239887	C1orf226	chromosome 1 open reading frame 226
ENSG00000224532	NA	NA
ENSG00000143952	VPS54	VPS54 subunit of GARP complex
ENSG00000219986	BTF3P7	NA
ENSG00000261211	NA	NA
ENSG00000177565	TBL1XR1	TBL1X receptor 1
ENSG00000278828	H3C10	H3 clustered histone 10
ENSG00000265871	MIR3174	microRNA 3174
ENSG00000273691	NA	NA
ENSG00000184330	S100A7A	S100 calcium binding protein A7A
ENSG00000204525	HLA-C	major histocompatibility complex, class I, C
ENSG00000259291	ZNF710-AS1	ZNF710 antisense RNA 1
ENSG00000276376	NA	NA
ENSG00000182054	IDH2	isocitrate dehydrogenase (NADP(+)) 2
ENSG00000185811	IKZF1	IKAROS family zinc finger 1
ENSG00000230946	HNRNPA1P68	NA
ENSG00000226028	PFN1P12	NA
ENSG00000162728	KCNJ9	potassium inwardly rectifying channel subfamily J member 9
ENSG00000099800	TIMM13	translocase of inner mitochondrial membrane 13
ENSG00000229021	NA	NA
ENSG00000231029	NA	NA
ENSG00000203825	NA	NA
ENSG00000176619	LMNB2	lamin B2
ENSG00000184371	CSF1	colony stimulating factor 1
ENSG00000200537	RNY4P6	NA
ENSG00000234268	NA	NA
ENSG00000224077	NA	NA
ENSG00000225236	NA	NA
ENSG00000184478	OR56A3	olfactory receptor family 56 subfamily A member 3
ENSG00000184698	OR51M1	olfactory receptor family 51 subfamily M member 1
ENSG00000187918	OR51I2	olfactory receptor family 51 subfamily I member 2
ENSG00000283728	MIR7108	microRNA 7108
ENSG00000267201	LINC01775	long intergenic non-protein coding RNA 1775
ENSG00000168000	BSCL2	BSCL2 lipid droplet biogenesis associated, seipin
ENSG00000099860	GADD45B	growth arrest and DNA damage inducible beta
ENSG00000228079	NA	NA
ENSG00000197329	PELI1	pellino E3 ubiquitin protein ligase 1
ENSG00000259685	IDH2-DT	NA
ENSG00000279980	NA	GABA type A receptor associated protein like 3 pseudogene
ENSG00000238244	GABARAPL3	NA
ENSG00000196391	ZNF774	zinc finger protein 774
ENSG00000267522	LINC01864	long intergenic non-protein coding RNA 1864
ENSG00000142409	ZNF787	zinc finger protein 787
ENSG00000230923	LINC00309	long intergenic non-protein coding RNA 309
ENSG00000270354	NA	NA
ENSG00000223060	NA	NA
ENSG00000238012	NA	NA
ENSG00000259262	NDUFA3P4	NA
ENSG00000279959	NA	NA
ENSG00000238201	NA	NA
ENSG00000264297	MIR4433B	microRNA 4433b
ENSG00000140575	IQGAP1	IQ motif containing GTPase activating protein 1
ENSG00000167685	ZNF444	zinc finger protein 444
ENSG00000283222	MIR4433A	microRNA 4433a
ENSG00000236148	RPL23AP37	NA
ENSG00000251982	RN7SKP43	NA
ENSG00000233143	DIRC3-AS1	NA
ENSG00000285786	NA	NA
ENSG00000225482	RPS6P14	NA
ENSG00000233449	MTATP6P14	NA
ENSG00000242943	NKAIN1P1	NA
ENSG00000233203	DHCR24-DT	NA
ENSG00000278004	NA	NA
ENSG00000004139	SARM1	sterile alpha and TIR motif containing 1
ENSG00000224414	NA	NA
ENSG00000204632	HLA-G	major histocompatibility complex, class I, G
ENSG00000107643	MAPK8	mitogen-activated protein kinase 8
ENSG00000231035	RPL7L1P9	NA
ENSG00000275458	MIR6809	microRNA 6809
ENSG00000232366	VDAC1P9	NA
ENSG00000231672	DIRC3	NA
ENSG00000232499	NA	NA
ENSG00000092421	SEMA6A	semaphorin 6A
ENSG00000143375	CGN	cingulin
ENSG00000164167	LSM6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated
ENSG00000232408	NA	NA
ENSG00000181963	OR52K2	olfactory receptor family 52 subfamily K member 2
ENSG00000277668	NA	NA
ENSG00000279794	NA	NA
ENSG00000251757	RNU6-848P	NA
ENSG00000214081	CYP4F30P	cytochrome P450 family 4 subfamily F member 30, pseudogene
ENSG00000229142	HCG4P8	NA
ENSG00000196778	OR52K1	olfactory receptor family 52 subfamily K member 1
ENSG00000197487	GALP	galanin like peptide
ENSG00000285799	NA	NA
ENSG00000226616	OR52M2P	NA
ENSG00000281831	NA	HLA complex P5B
ENSG00000230521	NA	NA
ENSG00000197887	OR1S2	olfactory receptor family 1 subfamily S member 2
ENSG00000282944	NA	NA
ENSG00000206341	HLA-H	NA
ENSG00000182791	CCDC87	coiled-coil domain containing 87
ENSG00000231130	HLA-T	NA
ENSG00000125337	KIF25	kinesin family member 25
ENSG00000240253	FAR2P3	NA
ENSG00000279845	NA	NA
ENSG00000173992	CCS	copper chaperone for superoxide dismutase
ENSG00000251010	NA	NA
ENSG00000120519	SLC10A7	solute carrier family 10 member 7
ENSG00000197213	ZSCAN5B	zinc finger and SCAN domain containing 5B
ENSG00000223349	KLF2P3	NA
ENSG00000173302	GPR148	G protein-coupled receptor 148
ENSG00000229797	NA	NA
ENSG00000224543	SNRPGP15	NA
ENSG00000076351	SLC46A1	solute carrier family 46 member 1
ENSG00000232503	CYCSP8	NA
ENSG00000284604	NA	NA
ENSG00000227817	ARHGAP42P1	NA
ENSG00000099797	TECR	trans-2,3-enoyl-CoA reductase
ENSG00000284706	NA	NA
ENSG00000202200	NA	NA
ENSG00000220884	MESTP1	NA
ENSG00000224425	SSBP3P2	NA
ENSG00000106331	PAX4	paired box 4
ENSG00000283303	NA	NA
ENSG00000219642	BMPR1AP1	NA
ENSG00000232265	LINC02805	NA
ENSG00000233285	MTCYBP10	NA
ENSG00000227275	MTND6P10	NA
ENSG00000252554	RNU6-861P	NA
ENSG00000235080	MTND5P23	NA
ENSG00000180834	MAP6D1	MAP6 domain containing 1
ENSG00000226149	NA	NA
ENSG00000231777	MTND4P21	NA
ENSG00000284003	NA	NA
ENSG00000283865	MTND3P18	NA
ENSG00000145107	TM4SF19	transmembrane 4 L six family member 19
ENSG00000227661	MTCO3P18	NA
ENSG00000265254	NA	NA
ENSG00000265541	H3P41	NA
ENSG00000199325	RNU4-39P	NA
ENSG00000163154	TNFAIP8L2	TNF alpha induced protein 8 like 2
ENSG00000236590	MTATP6P4	NA
ENSG00000263870	NA	NA
ENSG00000233351	NA	NA
ENSG00000239306	RBM14	RNA binding motif protein 14
ENSG00000234480	MTCO2P18	NA
ENSG00000146376	ARHGAP18	Rho GTPase activating protein 18
ENSG00000232995	NA	regulator of G protein signaling 5
ENSG00000237910	MTCO1P18	NA
ENSG00000258472	NA	NA
ENSG00000234939	MTND2P18	NA
ENSG00000234576	MTND1P26	NA
ENSG00000263266	RPS7P1	NA
ENSG00000278438	MIR7849	microRNA 7849
ENSG00000251009	NA	NA
ENSG00000109272	PF4V1	platelet factor 4 variant 1
ENSG00000248643	RBM14-RBM4	RBM14-RBM4 readthrough
ENSG00000109103	UNC119	unc-119 lipid binding chaperone
ENSG00000226831	MED15P3	NA
ENSG00000276460	NA	NA
ENSG00000223631	LINC01120	NA
ENSG00000163739	CXCL1	C-X-C motif chemokine ligand 1
ENSG00000198585	NUDT16	nudix hydrolase 16
ENSG00000173933	RBM4	RNA binding motif protein 4
ENSG00000236957	NA	uncharacterized LOC105371458
ENSG00000181744	DIPK2A	divergent protein kinase domain 2A
ENSG00000249920	HNRNPA1P55	NA
ENSG00000250339	CXCL1P1	NA
ENSG00000164188	RANBP3L	RAN binding protein 3 like
ENSG00000163737	PF4	platelet factor 4
ENSG00000284659	NA	NA
ENSG00000214077	GNAQP1	NA
ENSG00000217950	NOC2LP2	NA
ENSG00000232742	RHOQP2	NA
ENSG00000218689	RPL5P21	NA
ENSG00000273073	NA	NA
ENSG00000288796	NA	NA
ENSG00000077454	LRCH4	leucine rich repeats and calponin homology domain containing 4
ENSG00000173272	MZT2A	mitotic spindle organizing protein 2A
ENSG00000163736	PPBP	pro-platelet basic protein
ENSG00000143569	UBAP2L	ubiquitin associated protein 2 like
ENSG00000144840	RABL3	RAB, member of RAS oncogene family like 3
ENSG00000163735	CXCL5	C-X-C motif chemokine ligand 5
ENSG00000112541	PDE10A	long intergenic non-protein coding RNA 473
ENSG00000112541	PDE10A	phosphodiesterase 10A
ENSG00000287037	NA	NA
ENSG00000087111	PIGS	phosphatidylinositol glycan anchor biosynthesis class S
ENSG00000244194	RN7SL218P	NA
ENSG00000163734	CXCL3	C-X-C motif chemokine ligand 3
ENSG00000173914	RBM4B	RNA binding motif protein 4B
ENSG00000075886	TUBA3D	tubulin alpha 3d
ENSG00000248848	PPBPP2	pro-platelet basic protein pseudogene 2
ENSG00000250673	REELD1	reeler domain containing 1
ENSG00000163380	LMOD3	leiomodin 3
ENSG00000109265	CRACD	capping protein inhibiting regulator of actin dynamics
ENSG00000239553	RN7SL12P	NA
ENSG00000213409	C1QBPP2	NA
ENSG00000254984	FTLP6	NA
ENSG00000287962	NA	NA
ENSG00000152503	TRIM36	tripartite motif containing 36
ENSG00000255372	NA	NA
ENSG00000199260	RNU6-874P	NA
ENSG00000255259	ZNF123P	NA
ENSG00000242992	FTH1P4	NA
ENSG00000284149	MIR4784	microRNA 4784
ENSG00000244232	RN7SL698P	NA
ENSG00000239483	RPS15AP16	NA
ENSG00000134909	ARHGAP32	Rho GTPase activating protein 32
ENSG00000244065	MARK2P17	NA
ENSG00000243022	MARK3P3	NA
ENSG00000242062	MARK2P6	NA
ENSG00000261159	NA	NA
ENSG00000231305	NA	NA
ENSG00000136002	ARHGEF4	Rho guanine nucleotide exchange factor 4
ENSG00000250796	NA	NA
ENSG00000279507	NA	NA
ENSG00000198874	TYW1	tRNA-yW synthesizing protein 1 homolog
ENSG00000163635	ATXN7	ataxin 7
ENSG00000231389	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1
ENSG00000279822	NA	NA
ENSG00000128805	ARHGAP22	Rho GTPase activating protein 22
ENSG00000259177	NA	NA
ENSG00000198502	HLA-DRB5	major histocompatibility complex, class II, DR beta 5
ENSG00000259212	NA	NA
ENSG00000259314	NA	NA
ENSG00000285560	NA	NA
ENSG00000109107	ALDOC	aldolase, fructose-bisphosphate C
ENSG00000259746	HSPE1P3	NA
ENSG00000283822	MIR639	microRNA 639
ENSG00000138767	CNOT6L	CCR4-NOT transcription complex subunit 6 like
ENSG00000099795	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7
ENSG00000173210	ABLIM3	actin binding LIM protein family member 3
ENSG00000166145	SPINT1	serine peptidase inhibitor, Kunitz type 1
ENSG00000243488	RN7SL337P	NA
ENSG00000243066	RN7SL842P	NA
ENSG00000105429	MEGF8	multiple EGF like domains 8
ENSG00000155034	FBXL18	F-box and leucine rich repeat protein 18
ENSG00000251916	RNU1-61P	NA
ENSG00000229391	HLA-DRB6	major histocompatibility complex, class II, DR beta 6 (pseudogene)
ENSG00000109758	HGFAC	HGF activator
ENSG00000196735	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1
ENSG00000106069	CHN2	chimerin 2
ENSG00000241669	LINC01327	long intergenic non-protein coding RNA 1327
ENSG00000169064	ZBBX	zinc finger B-box domain containing
ENSG00000286900	NA	NA
ENSG00000175920	DOK7	docking protein 7
ENSG00000248682	ARHGAP22-IT1	NA
ENSG00000223534	HLA-DQB1-AS1	HLA-DQB1 antisense RNA 1
ENSG00000231906	NA	NA
ENSG00000251413	NA	NA
ENSG00000235040	MTCO3P1	NA
ENSG00000232080	NA	uncharacterized LOC102725019
ENSG00000236800	NA	NA
ENSG00000228754	RPL13AP19	NA
ENSG00000226030	HLA-DQB3	NA
ENSG00000165732	DDX21	DExD-box helicase 21
ENSG00000179344	HLA-DQB1	major histocompatibility complex, class II, DQ beta 1
ENSG00000163331	DAPL1	death associated protein like 1
ENSG00000163956	LRPAP1	LDL receptor related protein associated protein 1
ENSG00000285238	NA	NA
ENSG00000171714	ANO5	anoctamin 5
ENSG00000040933	INPP4A	inositol polyphosphate-4-phosphatase type I A
ENSG00000179335	CLK3	CDC like kinase 3
ENSG00000111642	CHD4	chromodomain helicase DNA binding protein 4
ENSG00000283576	NA	NA
ENSG00000254265	NA	NA
ENSG00000182372	CLN8	CLN8 transmembrane ER and ERGIC protein
ENSG00000270090	NA	NA
ENSG00000277533	MIR8077	microRNA 8077
ENSG00000105427	CNFN	cornifelin
ENSG00000196301	HLA-DRB9	NA
ENSG00000196126	HLA-DRB1	major histocompatibility complex, class II, DR beta 1
ENSG00000159788	RGS12	regulator of G protein signaling 12
ENSG00000132912	DCTN4	dynactin subunit 4
ENSG00000079435	LIPE	lipase E, hormone sensitive type
ENSG00000181458	TMEM45A	transmembrane protein 45A
ENSG00000282021	NA	NA
ENSG00000283239	NA	KBTBD11 overlapping transcript 1
ENSG00000283858	MIR3674	microRNA 3674
ENSG00000287464	NA	NA
ENSG00000268605	NA	NA
ENSG00000207826	MIR596	microRNA 596
ENSG00000189377	CXCL17	C-X-C motif chemokine ligand 17
ENSG00000104728	ARHGEF10	Rho guanine nucleotide exchange factor 10
ENSG00000253048	RNU4-60P	NA
ENSG00000269374	NA	NA
ENSG00000265168	NA	NA
ENSG00000079385	CEACAM1	CEA cell adhesion molecule 1
ENSG00000154175	ABI3BP	ABI family member 3 binding protein
ENSG00000076382	SPAG5	sperm associated antigen 5
ENSG00000055130	CUL1	cullin 1
ENSG00000254820	NA	NA
ENSG00000216475	NA	NA
ENSG00000197790	OR52M1	olfactory receptor family 52 subfamily M member 1
ENSG00000171987	C11orf40	chromosome 11 putative open reading frame 40
ENSG00000152818	UTRN	utrophin
ENSG00000166693	OR5M13P	NA
ENSG00000255012	OR5M1	olfactory receptor family 5 subfamily M member 1
ENSG00000255172	OR5AM1P	NA
ENSG00000197866	OR5M12P	NA
ENSG00000254795	OR5AP1P	NA
ENSG00000176925	OR51F2	olfactory receptor family 51 subfamily F member 2
ENSG00000280204	OR1S1	olfactory receptor family 1 subfamily S member 1
ENSG00000284609	OR8B3	olfactory receptor family 8 subfamily B member 3
ENSG00000284680	OR8B2	olfactory receptor family 8 subfamily B member 2
ENSG00000170683	OR10A3	olfactory receptor family 10 subfamily A member 3
ENSG00000170790	OR10A2	olfactory receptor family 10 subfamily A member 2
ENSG00000172320	OR5A1	olfactory receptor family 5 subfamily A member 1
ENSG00000145860	RNF145	ring finger protein 145
ENSG00000176893	OR51G2	olfactory receptor family 51 subfamily G member 2
ENSG00000176895	OR51A7	olfactory receptor family 51 subfamily A member 7
ENSG00000238087	FMO8P	NA
ENSG00000227777	NA	NA
ENSG00000180974	OR52E4	olfactory receptor family 52 subfamily E member 4
ENSG00000181698	OR5T1	olfactory receptor family 5 subfamily T member 1
ENSG00000287218	NA	NA
ENSG00000256739	NA	NA
ENSG00000230832	SSBL4P	NA
ENSG00000255672	NA	NA
ENSG00000256403	NA	NA
ENSG00000237408	ART2BP	NA
ENSG00000177173	NAP1L4P1	NA
ENSG00000238048	ART2P	NA
ENSG00000276109	NA	NA
ENSG00000277406	SEC22B4P	NA
ENSG00000274664	NA	NA
ENSG00000227467	LINC01537	long intergenic non-protein coding RNA 1537
ENSG00000238022	LMX1A-AS1	NA
ENSG00000256633	PDE2A-AS2	NA
ENSG00000231671	LINC01307	long intergenic non-protein coding RNA 1307
ENSG00000187486	KCNJ11	potassium inwardly rectifying channel subfamily J member 11
ENSG00000162729	IGSF8	immunoglobulin superfamily member 8
ENSG00000184933	OR6A2	olfactory receptor family 6 subfamily A member 2
ENSG00000197428	OR51D1	olfactory receptor family 51 subfamily D member 1
ENSG00000180785	OR51E1	olfactory receptor family 51 subfamily E member 1
ENSG00000188124	OR2AG2	olfactory receptor family 2 subfamily AG member 2
ENSG00000196248	OR10S1	olfactory receptor family 10 subfamily S member 1
ENSG00000234560	OR10G8	olfactory receptor family 10 subfamily G member 8
ENSG00000153165	RGPD3	RANBP2 like and GRIP domain containing 3
ENSG00000129007	CALML4	calmodulin like 4
ENSG00000152782	PANK1	pantothenate kinase 1
ENSG00000110711	AIP	aryl hydrocarbon receptor interacting protein
ENSG00000225311	NA	NA
ENSG00000219409	NA	NA
ENSG00000217195	NA	NA
ENSG00000220739	NA	NA
ENSG00000205497	OR51A4	olfactory receptor family 51 subfamily A member 4
ENSG00000143158	MPC2	mitochondrial pyruvate carrier 2
ENSG00000196569	LAMA2	laminin subunit alpha 2
ENSG00000172890	NADSYN1	NAD synthetase 1
ENSG00000183476	SH2D7	SH2 domain containing 7
ENSG00000227543	SPAG5-AS1	NA
ENSG00000140403	DNAJA4	DnaJ heat shock protein family (Hsp40) member A4
ENSG00000167524	RSKR	ribosomal protein S6 kinase related
ENSG00000237008	LAPTM4BP1	NA
ENSG00000271092	TLCD4-RWDD3	TLCD4-RWDD3 readthrough
ENSG00000283000	LINC02635	NA
ENSG00000266228	MIR3611	microRNA 3611
ENSG00000230534	NA	NA
ENSG00000164591	MYOZ3	myozenin 3
ENSG00000253054	RNU7-77P	NA
ENSG00000233343	ATP6V1G1P4	NA
ENSG00000162739	SLAMF6	SLAM family member 6
ENSG00000230558	CEACAMP2	NA
ENSG00000115841	RMDN2	regulator of microtubule dynamics 2
ENSG00000152766	ANKRD22	ankyrin repeat domain 22
